pnid,MVIT,RVIT,XRVIT,TYP,Q1,Q1_1a1,Q1_1a2,Q1_1a3,Q2a1,Q2a2,Q2a3,Q2a_dk,Q2_1a1,Q2_1a2,Q2_1a3,ZQ2_31,ZQ2_32,ZQ2_33,ZQ2_34,Q2_3a2at,Q2_3a2bt,Q2_3a2ct,Q2_3a2dt,Q2_3a2et,Q2_3a3at,Q2_3a3bt,Q2_3a3ct,Q2_3a3dt,Q2_3a3et,Q2_3b2a,Q2_3b2b,Q2_3b2c,Q2_3b2d,Q2_3b2e,Q2_3b3a,Q2_3b3b,Q2_3b3c,Q2_3b3d,Q2_3b3e,Q3_1a1,Q3_1a2,Q3_1a3,Q3_2a1,Q3_2a2,Q3_2a3,Q4a1,Q4a2,Q4a3,Q4a_dk,Q4_1a1,Q4_1a2,Q4_1a3,Q4_2a1,Q4_2a2,Q4_2a3,Q4_2a_dk,Q5,Q5_1a01,Q5_1a02,Q5_1a03,Q5_1a04,Q5_1a05,Q5_1a06,Q5_1a07,Q5_1a08,Q5_1a09,Q5_1a10,Q5_1a_dk,Q6,Q6_1,Q6_1R,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,MQ7_1,MQ7_1제외,MQ7_2,MQ7_1$15제외,MQ7_1제외$15제외,RQ7_1,RQ7_1제외,RQ7_2,RQ7_1$15제외,RQ7_1제외$15제외,Q8a01,Q8a02,Q8a03,Q8a04,Q8a05,Q8a06,Q8a07,Q8a08,Q8a09,Q8a10,Q8a11,Q8a12,Q8a13,Q8a14,Q8a15,Q8a16,Q8a17,Q8a18,Q8a19,Q8a20,Q8_1a1,Q8_1a2,Q8_1a3,Q9_1_1,Q9_1_2,Q9_1_3,Q9_1_4,Q9_1_5,Q9_2a01,Q9_2a02,Q9_2a03,Q9_2a04,Q9_2a05,Q9_2a06,Q9_2a07,Q9_2a08,Q9_2a09,Q9_2a10,Q9_2a11,Q9_2a12,Q9_2a13,Q9_2a14,Q9_2a15,Q9_2a16,Q9_2a17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,KWONA1,KWONA2,KWONA3,KWONB1,KWONB2,M박HAP,M일HAP,M일HAP_61,R일HAP,서울박TOT,경기박TOT,인천박TOT,강원박TOT,대전박TOT,충북박TOT,충남박TOT,세종박TOT,경북박TOT,경남박TOT,대구박TOT,울산박TOT,부산박TOT,광주박TOT,전북박TOT,전남박TOT,제주박TOT,서울일TOT,경기일TOT,인천일TOT,강원일TOT,대전일TOT,충북일TOT,충남일TOT,세종일TOT,경북일TOT,경남일TOT,대구일TOT,울산일TOT,부산일TOT,광주일TOT,전북일TOT,전남일TOT,제주일TOT,서울박60,경기박60,인천박60,강원박60,대전박60,충북박60,충남박60,세종박60,경북박60,경남박60,대구박60,울산박60,부산박60,광주박60,전북박60,전남박60,제주박60,서울일61,경기일61,인천일61,강원일61,대전일61,충북일61,충남일61,세종일61,경북일61,경남일61,대구일61,울산일61,부산일61,광주일61,전북일61,전남일61,제주일61,WQ9_5a01,WQ9_5a02,WQ9_5a03,WQ9_5a04,WQ9_5a05,WQ9_5a06,WQ9_5a07,WQ9_5a08,WQ9_5a09,WQ9_5a10,WQ9_5a11,WQ9_5a12,WQ9_5a13,WQ9_5a14,WQ9_5a15,WQ9_5a16,WQ9_5a17,Q9_5A1,Q9_5A2,Q9_5A3,Q9_5A4,Q9_5A5,Q9_5A6,Q9_5A7,Q9_5A8,Q9_5A9,호텔숙박,모텔숙박,콘도숙박,게스숙박,민박숙박,학교숙박,친척숙박,기타숙박,호텔숙박60,모텔숙박60,콘도숙박60,게스숙박60,민박숙박60,학교숙박60,친척숙박60,기타숙박60,총액1인TOT2,C총액1인TOT2,총액1인TOT_개별국제교통비제외2,C총액1인TOT_개별국제교통비제외2,MDAY전체TOT_RAW61,RDAY전체TOT_RAW61,MDAY전체_개별국제교통비제외61,RDAY전체_개별국제교통비제외61,MDAY개별대체61,MDAY에어대체61,MDAY단체대체61,RDAY개별대체61,RDAY에어대체61,RDAY단체대체61,MDAY개별대체_개별국제교통비제외61,MDAY에어대체_개별국제교통비제외61,MDAY단체대체_개별국제교통비제외61,RDAY개별대체_개별국제교통비제외61,RDAY에어대체_개별국제교통비제외61,RDAY단체대체_개별국제교통비제외61,여행사1인대체,가이드1인대체,숙박비1인대체,음식점1인대체,식음료1인대체,국제한국1인대체,국제국외1인대체,국제수상1인대체,한국한국1인대체,한국국외1인대체,한국수상1인대체,한국철도1인대체,한국도로1인대체,대여서1인대체,유류비1인대체,문화서1인대체,오락및1인대체,쇼핑비1인대체,데이터1인대체,치료및1인대체,미용서1인대체,기타비1인대체,단기투어상품1인대체,C여행사1인대체,C가이드1인대체,C숙박비1인대체,C음식점1인대체,C식음료1인대체,C국제한국1인대체,C국제국외1인대체,C국제수상1인대체,C한국한국1인대체,C한국국외1인대체,C한국수상1인대체,C한국철도1인대체,C한국도로1인대체,C대여서1인대체,C유류비1인대체,C문화서1인대체,C오락및1인대체,C쇼핑비1인대체,C데이터1인대체,C치료및1인대체,C미용서1인대체,C기타비1인대체,C단기투어상품1인대체,Q10_2a01,Q10_2a02,Q10_2a03,Q10_2a04,Q10_2a05,Q10_2a06,Q10_2a07,Q10_2a08,Q10_2a09,Q10_2a10,Q10_2a11,Q10_2a12,Q10_2a13,MQ10_2b01,MQ10_2b02,MQ10_2b03,MQ10_2b04,MQ10_2b05,MQ10_2b06,MQ10_2b07,MQ10_2b08,MQ10_2b09,MQ10_2b10,MQ10_2b11,MQ10_2b12,MQ10_2b13,Q10_3a1,Q10_3a2,Q10_3a3,Q11,Q12a01,Q12a02,Q12a03,Q12a04,Q12a05,Q12a06,Q12a07,Q12a08,Q12a09,Q12a10,Q12a11,Q12a12,Q12a13,Q12a14,Q12a15,Q12a16,Q12a17,Q12a18,Q12a19,Q12a20,Q12a21,Q12a22,Q12a23,Q12a24,Q12a25,Q12a26,Q12a27,Q13,Q14,D_MON,D_BUN,D_NAT,D_NAT2,D_SEX,D_AGE,D_MOK,D_NUM,D_GUB,weight1,weight2,weight3,weight4,weight
10423,4,4,5,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,4,,,,,2,3,4,,2,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,,,,,,,,,,,,,,,17,18,,,2,1,18,11030,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,6,7,7,7,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,6,,,,,,,,3094.56,4,1866.56,2,442.08,4,266.65,3,442.08,,,4,,,266.65,,,3,,,,0.00,1535.00,153.50,6.14,0.00,1228.00,0.00,0.00,0.00,0.00,3.07,107.45,0.00,0.00,0.00,0.00,61.40,0.00,0.00,0.00,0.00,0.00,,1,5,4,2,1,5,1,1,1,1,2,4,1,1,1,1,3,1,1,1,1,1,,2,,,,,,,,,,,,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,7,,4,4,5,,,,,,,,,,,,,,,4,3,5,4,5,5,2,4,4,4,,4,4,7,3,3,,1,3,3,4,1,,,761.23,,761.23
10424,5,4,5,1,3,,,,1,6,11,,5,7,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,6,5,4,2,1,,,2,1,,,,5,,,8,,,,2,,,2,,,,,,,7,,2,1,0,2,1,2,1,0,2,1,1,2,,,,,,,,,,,,,,,,18,,,2,1,18,41500,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,1,,,1,,6,7,7,7,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,6,,,,,,,,709.86,1,709.86,1,101.41,3,101.41,3,101.41,,,3,,,101.41,,,3,,,,0.00,567.89,85.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,5,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,4,5,5,,,,,,,,,,,,,,,5,3,5,4,5,4,3,4,5,5,,4,4,7,3,3,,1,4,3,4,1,,,1230.19,,1230.19
10426,2,2,5,1,1,8,9,,6,11,7,,9,2,,1,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,3,5,9,1,4,,,6,1,4,2,8,,,5,1,,,4,,,,,,,,2,,,2,,2,,,,,,,2,1,0,2,1,2,1,0,2,1,1,2,3,,5,6,7,,,,11,,,,,,,,,,5,1,6,11024,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,5,6,6,6,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,,,,,,5,,,,,,,,2970.44,3,1305.27,2,495.07,4,217.55,3,495.07,,,4,,,217.55,,,3,,,,0.00,537.15,376.01,53.72,1665.17,0.00,0.00,0.00,0.00,0.00,21.49,16.11,0.00,0.00,18.80,0.00,268.58,13.43,0.00,0.00,0.00,0.00,,1,5,4,3,4,1,1,1,1,1,2,2,1,1,2,1,4,2,1,1,1,1,1,,3,,,,,8,,10,,,,30.00,0.00,50.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,6,4,1,4,4,4,4,,5,5,5,,,,4,,,,,,4,4,4,4,4,4,4,3,4,4,,4,4,7,3,97,,1,3,1,2,1,,,1606.20,,1606.20
10427,2,2,5,1,1,6,4,7,8,1,4,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,11,2,8,7,4,,1,,,,6,1,,2,,,,2,,,,,,,,,9,,,2,,,2,,,,,5,,,,3,2,0,3,2,3,2,0,3,2,1,,,,,,,8,,,,,,14,,,,,,,14,1,8,11021,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,3,4,4,4,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,498.36,1,191.36,1,124.59,3,47.84,1,124.59,,,3,,,47.84,,,1,,,,0.00,102.33,51.17,30.70,0.00,307.00,0.00,0.00,0.00,0.00,2.05,5.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,3,3,3,1,4,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,5,5,,,,,,,4,,,,,,4,,,5,3,3,3,4,4,2,2,4,4,,5,5,7,3,3,,1,3,1,2,1,,,761.23,,761.23
10429,1,1,,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,7,,9,1,,,1,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,18,,,18,,,11003,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,7,8,8,8,7,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,7,,,,,,,,7,,,,,,,,5371.50,5,1259.35,2,671.44,5,157.42,3,671.44,,,5,,,157.42,,,3,,,,0.00,1028.04,102.80,0.00,0.00,4112.15,0.00,0.00,0.00,0.00,51.40,51.40,0.00,0.00,0.00,0.00,0.00,25.70,0.00,0.00,0.00,0.00,,1,5,4,1,1,5,1,1,1,1,3,3,1,1,1,1,1,2,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,5,,,,,,,,,,,,,,,,,4,3,5,3,4,5,5,9,4,9,,3,4,7,3,18,,1,4,3,1,1,,,374.31,,374.31
10430,1,1,,1,1,1,8,9,13,1,3,,8,1,,1,,,,,,,,,,,,,,,,,,,,,,,,6,7,2,3,4,1,1,3,4,,5,1,11,6,,,,3,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,3,,5,6,7,,,,,,,,,,,,,,6,1,3,47051,,,,,1,,,,,,,,9,,,,13,,,,,1,,,,,6,,,,,3,1,2,12,13,13,11,8,,,,,,,,2,,,,2,,,,,9,,,,,,,,3,,,,3,,,,,8,,,,,,,,2,,,,2,,,,,9,,,,,,,,3,,,,3,,,,,8,,,,,,,,1,,,,1,,,,,1,,,,,,,8,,4,,,,,,,8,4,,,,,,,8,3437.76,4,2470.89,3,264.44,3,190.07,3,264.44,,,3,,,190.07,,,3,,,,0.00,537.15,537.15,0.00,0.00,966.87,0.00,0.00,0.00,0.00,214.86,0.00,0.00,0.00,107.43,0.00,1074.30,0.00,0.00,0.00,0.00,0.00,,1,5,4,1,1,5,1,1,1,1,4,1,1,1,4,1,4,1,1,1,1,1,1,2,3,,,,,,,10,,,,50.00,10.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,3,4,6,5,5,5,5,,5,5,5,,,,,,,,,,5,4,5,5,5,5,4,5,5,5,,5,5,7,3,16,,2,2,1,1,1,,,195.03,,195.03
10431,1,1,,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,5,,,,,,11,4,,,,,,,,,,,99,2,,,1,1,,,,,,,,1,,,,,1,,,,,,2,,,5,6,,,,,,,,,,,,18,,,5,6,2,11012,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,3,4,4,4,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,1955.23,2,666.07,1,488.81,4,166.52,3,488.81,,,4,,,166.52,,,3,,,,0.00,376.01,214.86,21.49,1289.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.72,0.00,0.00,0.00,0.00,0.00,,1,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,,2,,,,,,,,,,,,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,,,5,,5,,,5,5,,,,,,,,,,,4,4,5,4,5,4,3,4,4,4,,4,5,7,3,18,,2,2,3,1,1,,,184.75,,184.75
10432,3,3,5,1,4,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,11,2,,,,,,,,,,,99,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,3,,,,,,,,,,,,,,,,19,,19,1,2,26006,,,,,1,,,,,,,,,,,,13,14,,,,1,,,,,6,7,,,,3,1,2,89,90,,12,5,,,,,,,,,,,,4,80,,,,6,,,,,,,,,,,,5,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,6,,,,1,,,,,6,,,,9,,,,,80,,,,,,,,,,,9309.20,5,8185.60,5,,,,,,,,,,,,,,,,,,0.00,1360.99,2721.99,0.00,0.00,272.20,0.00,0.00,0.00,0.00,13.61,136.10,0.00,0.00,0.00,0.00,4082.98,40.83,0.00,0.00,680.50,0.00,,1,5,4,1,1,4,1,1,1,1,2,4,1,1,1,1,4,3,1,1,4,1,1,2,3,4,5,,,8,9,,,12,,10.00,10.00,10.00,20.00,25.00,0.00,0.00,10.00,5.00,0.00,0.00,10.00,0.00,5,7,6,4,5,5,5,,,,,,,,,,,,,,5,5,5,4,5,5,5,5,5,5,,4,4,7,3,1,,1,2,4,3,1,,,1667.98,,1667.98
10433,1,1,,1,1,1,4,5,8,4,1,,4,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,2,4,13,6,5,2,4,2,6,,,,,5,8,4,,4,1,,,,,,,,,,,2,,,2,,,,,,6,,,2,1,0,2,1,2,1,0,2,1,1,2,,,,,,,,,,,,14,,,,,,,1,14,2,11002,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,3,4,4,4,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,1095.20,2,1095.20,2,273.80,3,273.80,3,273.80,,,3,,,273.80,,,3,,,,0.00,136.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,547.60,0.00,0.00,0.00,410.70,0.00,,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,2,3,,,,,,,,,,,30.00,60.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,,4,5,5,,,,,,,,,,,,5,,,5,3,5,4,4,4,4,3,3,3,,5,5,7,3,1,,2,2,1,1,1,,,2302.46,,2302.46
10434,50,4,5,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,11,4,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,18,,,18,1,,11513,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,6,7,7,7,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,6,,,,,,,,2685.75,3,1039.40,2,383.68,4,148.49,3,383.68,,,4,,,148.49,,,3,,,,0.00,669.52,219.51,0.00,0.00,1646.35,0.00,0.00,0.00,0.00,32.93,87.81,0.00,0.00,0.00,0.00,0.00,29.63,0.00,0.00,0.00,0.00,,1,5,4,1,1,5,1,1,1,1,3,3,1,1,1,1,1,2,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,5,2,,,,,,,,,,,,,,,,2,3,1,3,3,1,3,9,2,9,,5,5,7,3,18,,1,3,3,4,1,,,198.24,,198.24
10435,1,1,,1,1,4,10,1,6,1,11,,9,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,11,6,13,6,1,2,7,1,6,,3,5,2,2,8,7,,1,1,,,,,,7,,,,,2,,,2,,,,,5,,,,4,3,1,3,2,3,3,1,3,2,,2,3,,5,,,,9,,,,13,,,,,,,,5,9,13,11002,,,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,1,,,1,,6,7,7,7,6,,0,,,,,,,,,,,,,,,7,,1,,,,,,,,,,,,,,,6,,0,,,,,,,,,,,,,,,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,6,,,,,,,,805.73,1,559.07,1,115.10,3,79.87,2,115.10,,,3,,,79.87,,,2,,,,0.00,68.51,137.03,21.92,0.00,246.65,0.00,0.00,0.00,0.00,41.11,13.70,0.00,0.00,16.44,0.00,164.43,13.70,0.00,27.41,54.81,0.00,,1,2,4,2,1,4,1,1,1,1,3,2,1,1,2,1,4,2,1,2,3,1,1,2,,,,,,,,10,,,,50.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,5,6,4,5,,5,5,,5,,,,5,,,,5,,,,5,4,5,5,5,5,5,5,5,5,,5,5,7,3,18,,1,2,1,1,1,,,234.15,,234.15
10436,4,4,5,1,1,2,8,3,4,3,1,,8,,,,,3,4,,,,,,5,,,,,,,,,,,,,,,10,6,4,5,6,3,1,3,4,,7,5,6,8,6,9,,6,1,2,,,,,,,,,,2,,,2,,2,,,,,,,2,1,0,2,1,2,1,0,2,1,1,2,3,,5,6,7,,,,11,,,,,,,,,,7,5,1,11004,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,6,7,7,7,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,6,,,,,,,,2470.89,3,1650.90,2,352.98,4,235.84,3,352.98,,,4,,,235.84,,,3,,,,0.00,765.32,491.99,109.33,819.99,0.00,0.00,0.00,0.00,0.00,16.40,49.20,0.00,0.00,54.67,0.00,164.00,0.00,0.00,0.00,0.00,0.00,,1,5,4,4,4,1,1,1,1,1,2,3,1,1,3,1,4,1,1,1,1,1,1,2,3,,,,,,,,,,,70.00,20.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,3,6,5,5,5,3,,4,4,5,,,,5,,,,,,5,3,5,4,4,5,5,4,5,4,,4,5,7,3,18,,1,2,1,4,1,,,234.15,,234.15
10437,1,1,,1,1,7,5,6,1,,,,7,8,,1,,,,,,,,,,,,,,,,,,,,,,,,8,11,2,10,1,5,1,3,4,,6,5,4,9,2,3,,3,1,2,,,,,7,,,,,2,,,2,,,,,,6,,,2,1,0,2,1,2,1,0,2,1,,2,3,,,,,8,,,,,,,,,,,,,8,3,2,11128,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,2,3,3,3,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,2,,,,,,,,520.22,1,355.94,1,173.41,3,118.65,3,173.41,,,3,,,118.65,,,3,,,,0.00,82.14,27.38,0.00,164.28,0.00,0.00,0.00,0.00,0.00,0.00,27.38,0.00,0.00,219.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1,2,2,1,4,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,5,,5,5,,,,,5,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,7,3,1,,2,2,1,1,1,,,2302.46,,2302.46
10438,1,1,,1,1,3,7,,1,8,5,,10,5,9,1,,,,,,,,,,,,,,,,,,,,,,,,5,13,3,3,1,6,4,1,5,,4,1,3,,,,11,4,1,,,,,,,,,,,2,,,2,,,,,5,,,,7,6,0,7,6,3,3,0,3,3,1,2,3,,5,,7,,,,,,,,15,,,,,,7,1,2,47054,,,,,1,,,,,,,,9,,,,,,,,,1,,,,,6,,,,,3,1,2,7,8,8,8,2,,,,,,,,5,,,,,,,,,3,,,,,,,,6,,,,,,,,,2,,,,,,,,5,,,,,,,,,3,,,,,,,,6,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,7,,,,,,,,7,,,,,,,,1304.75,2,840.43,1,163.09,3,105.05,3,163.09,,,3,,,105.05,,,3,,,,0.00,402.41,232.16,77.39,0.00,464.32,0.00,0.00,0.00,0.00,46.43,23.22,0.00,0.00,4.64,0.00,46.43,7.74,0.00,0.00,0.00,0.00,,1,4,4,3,1,4,1,1,1,1,3,2,1,1,2,1,3,2,1,1,1,1,,2,,4,,,,8,,,,,,0.00,70.00,0.00,10.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,7,1,,4,4,4,5,,3,,5,,,,,,,,5,,5,3,4,4,4,4,3,4,4,3,,4,4,7,3,3,,2,2,1,1,1,,,1416.61,,1416.61
10439,8,4,5,2,4,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,10,3,5,2,3,8,,6,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,1,2,,11003,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,3,4,4,4,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,1103.60,2,1103.60,2,275.90,3,275.90,3,,275.90,,,3,,,275.90,,,3,,620.00,0.00,,186.00,0.00,,,,0.00,0.00,0.00,12.40,18.60,0.00,0.00,0.00,0.00,248.00,18.60,0.00,0.00,0.00,0.00,4,1,,4,1,,,,1,1,1,2,2,1,1,1,1,4,2,1,1,1,1,,2,3,,,,,,,,,,,0.00,30.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,5,,5,5,5,,,,,,,,,,,,,,,5,4,5,5,5,5,4,5,5,5,,5,5,7,3,2,,1,5,4,4,2,,,1896.08,,1896.08
10441,2,2,5,1,1,7,2,10,1,4,5,,7,5,,,2,,4,3,,,,,,,,,,,,,,,,,,,,8,1,2,10,5,6,3,1,,,5,6,,9,7,5,,1,1,,,,,,,8,,,,2,,,2,,2,,,,,,,2,1,0,2,1,2,1,0,2,1,1,2,,,,,,8,,,,,,,,,,,,,8,2,1,11001,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,5,6,6,6,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,,,,,,5,,,,,,,,1026.75,2,821.40,1,171.13,3,136.90,3,171.13,,,3,,,136.90,,,3,,,,0.00,342.25,205.35,0.00,0.00,205.35,0.00,0.00,0.00,0.00,34.23,0.00,0.00,0.00,0.00,0.00,239.58,0.00,0.00,0.00,0.00,0.00,,1,4,4,1,1,4,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1,1,,,,,,,,,,,,,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3,,4,4,4,,,,,,4,,,,,,,,,4,4,4,3,3,4,4,3,3,3,,4,4,7,3,1,,1,2,1,2,1,,,1667.98,,1667.98
